상품번호,상품명,자체 상품코드,카테고리ID,요약 설명. 상품 상세정보 상단에 출력됩니다. 외부광고 서비스(페이스북/크리테오 등)와 연동시 필수,판매상태,상품상태,판매가,무게,정가,재고사용,재고수량,상품상세정보,상품URL,대표이미지URL,세금,미성년자 구매,개인통관고유부호,원산지,제조사,브랜드,적립금 설정,구매시적립금지급값,구매시적립금지급단위,할인적용대상,할인금액,할인금액 단위,옵션사용,옵션형태,필수옵션명,필수옵션값,필수옵션재고수량합계,선택옵션명,선택옵션값,선택옵션재고수량합계,입력형옵션,0원선택옵션최대구매수량,재고소진후주문가능여부,네이버다음쇼핑노출용상품명,네이버 쇼핑 이벤트 문구,네이버 쇼핑 카테고리 ID,최소 구매수량,최대 구매수량,1인 최대 구매수량,주문제작상품,병행수입,해외구매대행,판매방식,다음쇼핑하우노출,네이버쇼핑노출,네이버페이,톡체크아웃
7141,ISTP_7569,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/755baaf611952.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/4cd2235cb3cea.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/0e7e490dc9c8d.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/51e6ff69f52c1.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/f94a22c292642.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/282b0a83ab961.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/16af8885788e7.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/c0656b1a5db99.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/d7635de9dd1cb.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=933,https://cdn.imweb.me/thumbnail/20240520/dd49d55c4222d.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7140,ISTP_7568,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/38c07898c63b2.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/4cd2235cb3cea.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/0e7e490dc9c8d.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/51e6ff69f52c1.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/f94a22c292642.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/282b0a83ab961.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/16af8885788e7.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/c0656b1a5db99.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/d7635de9dd1cb.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=934,https://cdn.imweb.me/thumbnail/20240520/dd49d55c4222d.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7139,ISTJ_7567,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5a1a4fd82b049.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/4cd2235cb3cea.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/0e7e490dc9c8d.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/51e6ff69f52c1.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/f94a22c292642.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/282b0a83ab961.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/16af8885788e7.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/c0656b1a5db99.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/d7635de9dd1cb.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=935,https://cdn.imweb.me/thumbnail/20240520/ebfd99591977d.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7138,ISTJ_7566,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/59c242d26f327.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/4cd2235cb3cea.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/0e7e490dc9c8d.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/51e6ff69f52c1.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/f94a22c292642.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/282b0a83ab961.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/16af8885788e7.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/c0656b1a5db99.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/d7635de9dd1cb.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=936,https://cdn.imweb.me/thumbnail/20240520/ebfd99591977d.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7137,ISFP_6999,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/7080a3b9be451.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/4555c37ca8f49.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/ae988971ee9b1.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5cfce7b4032ab.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/f3faf75097af2.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2936e338c38e9.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8e14e35cadcd8.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/bdaa1880edee3.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/b62b9cfb508e6.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=937,https://cdn.imweb.me/thumbnail/20240520/f166cbdbaaafe.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7136,ISFP_6998,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/67b49ff3e7d6f.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/4555c37ca8f49.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/ae988971ee9b1.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5cfce7b4032ab.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/f3faf75097af2.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2936e338c38e9.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8e14e35cadcd8.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/bdaa1880edee3.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/b62b9cfb508e6.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=938,https://cdn.imweb.me/thumbnail/20240520/f166cbdbaaafe.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7135,ISFJ_6997,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/087e0bfb5364b.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/4555c37ca8f49.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/ae988971ee9b1.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5cfce7b4032ab.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/f3faf75097af2.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2936e338c38e9.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8e14e35cadcd8.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/bdaa1880edee3.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/b62b9cfb508e6.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=939,https://cdn.imweb.me/thumbnail/20240520/2733eba885470.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7134,ISFJ_6996,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/a9d978dc9bc08.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/4555c37ca8f49.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/ae988971ee9b1.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5cfce7b4032ab.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/f3faf75097af2.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2936e338c38e9.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8e14e35cadcd8.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/bdaa1880edee3.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/b62b9cfb508e6.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=940,https://cdn.imweb.me/thumbnail/20240520/2733eba885470.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7133,ISFP_6989,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/42396801b62b1.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/4555c37ca8f49.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/ae988971ee9b1.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5cfce7b4032ab.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/f3faf75097af2.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2936e338c38e9.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8e14e35cadcd8.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/bdaa1880edee3.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/b62b9cfb508e6.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=941,https://cdn.imweb.me/thumbnail/20240520/f166cbdbaaafe.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7132,ISFP_6988,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/b203d4aa2f49c.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/4555c37ca8f49.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/ae988971ee9b1.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5cfce7b4032ab.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/f3faf75097af2.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2936e338c38e9.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8e14e35cadcd8.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/bdaa1880edee3.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/b62b9cfb508e6.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=942,https://cdn.imweb.me/thumbnail/20240520/f166cbdbaaafe.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
